X,Y,Label
440786.81,2642077.56,1
436430.6,2641788.57,1
439430.23,2635532.39,1
441866.23,2636260.49,1
442487.62,2636011.97,1
440306.36,2635313.46,1
440618.2,2635465.95,1
437981.18,2640674.63,1
440156.26,2640050.33,1
438945.73,2641377.88,1
439171.58,2641284.66,1
438703.59,2640963.71,1
443621.5474,2784652.973,1
443846.0449,2787763.743,1
443611.5166,2784664.088,1
442605.9107,2782774.708,1
442676.7385,2782840.851,1
443602.5069,2787343.954,1
445208.2975,2790792.357,1
446692.3696,2786545.224,1
442783.5161,2791422.519,1
444535.4146,2788812.904,1
444606.0662,2788845.836,1
443836.0622,2787785.932,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443805.7929,2787774.984,1
443805.7929,2787774.984,1
394989.48,2701876.82,1
395027.94,2701935.28,1
396611.7,2700994.88,1
396676.88,2700935.34,1
390750.22,2704695.8,1
395979.26,2703221.07,1
393330.35,2701505.73,1
391738.65,2702660.07,1
391202.01,2703222.53,1
394781.07,2702478.52,1
394858.53,2702479.17,1
396178.51,2701376.12,1
396236.5,2701333.24,1
395281.57,2702069.66,1
394667.23,2702544.28,1
395480.24,2701782.11,1
395525.86,2701744.55,1
392513.23,2702196.39,1
401003.95,2708999.96,1
400368.02,2709428.35,1
400391.86,2709297.44,1
400360.22,2709361.34,1
400347.06,2709291.3,1
400309.05,2709329.1,1
400201.11,2709429.53,1
400188.74,2709510.83,1
400163.26,2709529.78,1
400125.16,2709554.96,1
391453.48,2703221.81,1
400129.54,2709655.83,1
375353.28,2774708.29,1
394373.21,2778571.46,1
400217.08,2776859.99,1
400217.08,2776859.99,1
384151.84,2717148.32,1
380249.57,2724869.82,1
380182.86,2724959.61,1
380302.2,2724777.08,1
380463.53,2724572.66,1
380132.65,2725006.19,1
380069.01,2725126.71,1
380019.15,2725213.28,1
379956.71,2725146.14,1
379270.98,2726160.18,1
379346.42,2726105.08,1
378317.7,2730959.27,1
378192.93,2730834.24,1
378240.06,2730759.99,1
378031.88,2732336.91,1
377983.54,2732272.74,1
377924.66,2732288.63,1
378057.26,2732665.86,1
378121.02,2732886.8,1
378476.26,2726272.63,1
387271.13,2713078.51,1
375945.37,2736287.04,1
386373.26,2715137.6,1
386395.22,2715069.74,1
386360.73,2714980.82,1
385990.31,2718204.62,1
386006.01,2718059.91,1
375771.44,2736630.08,1
423807.17,2650675.62,1
430628.46,2785898.08,1
429132.1,2786858.18,1
425571.79,2788040.03,1
432170.75,2792058.47,1
432453.92,2792289.61,1
432111.44,2792280.25,1
432111.44,2792280.25,1
432111.44,2792280.25,1
432172.48,2792401.76,1
432172.48,2792401.76,1
432202.52,2792368.38,1
432241.53,2792113.49,1
432170.75,2792058.47,1
432170.75,2792058.47,1
432170.64,2792036.32,1
432170.64,2792036.32,1
432170.75,2792058.47,1
432271.63,2792091.19,1
432180.38,2791969.83,1
432051.57,2792391.29,1
432051.57,2792391.29,1
432061.47,2792358.02,1
432402.34,2792046.24,1
432015.95,2791317.29,1
404100.61,2740484.27,1
404157.06,2740504.37,1
404196.77,2740091.21,1
404252.37,2740017.89,1
404182.17,2740231.33,1
403641.56,2740697.21,1
403664.38,2740736.47,1
403683.62,2740741.88,1
403688.78,2740726.89,1
403657.77,2740659,1
403932.74,2740203.71,1
403896.93,2740157.45,1
403939.02,2739987.39,1
403644.19,2740726.76,1
403637.83,2740613.07,1
403696.8,2740615.76,1
403691.4,2740552.01,1
403740.89,2740544.36,1
403819.12,2740381.91,1
403871.43,2740371.58,1
403855.04,2740341.35,1
403888.82,2740313.99,1
403905.84,2740319.18,1
403946.57,2740302.18,1
403935.03,2740300.15,1
403999.05,2740274.24,1
403987.44,2740304.88,1
404039.72,2740277.28,1
404041.27,2740281.92,1
404094.44,2740265.71,1
404044.06,2740232.29,1
404091.06,2740230.41,1
404148.28,2740243.41,1
404122.52,2740204.06,1
404179.65,2740204.1,1
404179.65,2740204.1,1
404241.58,2740240.77,1
403927.07,2740275.51,1
403955.63,2740266.9,1
403928.78,2740176.58,1
379754.38,2725486.28,1
379860.42,2725393.08,1
446234.6122,2790676.287,1
446893.252,2790959.72,1
446893.252,2790959.72,1
446197.1696,2788274.003,1
443559.4892,2787223.54,1
443474.2466,2786254.948,1
443320.3877,2785603.462,1
429405.4752,2787006.868,1
429405.4752,2787006.868,1
425139.1225,2780729.852,1
425154.9057,2782578.51,1
425784.4096,2781987.519,1
426993.1467,2778191.218,1
426729.1553,2777534.354,1
430335.0156,2787620.356,1
425242.1828,2779612.657,1
432411.3069,2792048.653,1
424326.2724,2778568.769,1
432073.3581,2791588.683,1
432098.6082,2792199.133,1
432174.5045,2792215.149,1
432217.2906,2792362.28,1
432073.3581,2791588.683,1
380804.9578,2712751.117,1
439588.5914,2668185.687,1
434832.712,2775804.257,1
435847.0722,2774920.878,1
416114.3379,2743315.263,1
423484.6276,2675709.103,0
387413.9362,2651829.07,0
416984.8247,2610354.105,0
445066.7839,2632941.952,0
408461.5505,2666176.826,0
409884.2747,2741649.444,0
423485.8927,2656503.863,0
398575.8176,2738241.01,0
414850.5896,2603048.785,0
404163.7358,2687677.653,0
374159.2814,2640563.14,0
438604.9941,2645439.962,0
375045.9841,2606003.378,0
399329.0896,2632624.047,0
410011.0226,2667882.359,0
385955.6639,2643801.25,0
398920.7608,2773249.924,0
389773.1174,2682060.429,0
409971.4145,2611529.871,0
448083.1802,2645986.209,0
395087.32,2785669.189,0
439004.6374,2673538.71,0
382686.451,2640422.949,0
392460.1555,2668112.528,0
381698.1799,2640297.619,0
408952.7132,2609141.069,0
414153.711,2711833.489,0
392600.3119,2614418.322,0
412086.6676,2667526.467,0
427255.6806,2631746.652,0
400002.1531,2663416.883,0
427398.0356,2644529.505,0
412008.845,2697226.562,0
405029.3179,2778076.954,0
411559.2607,2685230.767,0
413794.5474,2761771.789,0
444219.8242,2756372.354,0
386788.0818,2729828.937,0
393541.6292,2627253.037,0
435584.2189,2768467.15,0
393707.5576,2760295.282,0
441984.7662,2698606.183,0
433770.8534,2767243.449,0
422224.2955,2754941.984,0
415725.7911,2728728.432,0
407138.4373,2656637.759,0
384932.697,2696746.152,0
447755.1782,2690606.407,0
406826.3139,2693825.919,0
382757.1174,2679025.636,0
406095.0556,2751397.865,0
389648.6164,2637337.06,0
428728.868,2649561.424,0
418938.757,2672345.976,0
445036.7229,2661248.014,0
410350.2784,2753551.439,0
404956.593,2636394.951,0
378479.603,2714846.119,0
435205.2101,2637817.96,0
422411.1794,2602942.44,0
