X,Y,Label
440786.81,2642077.56,1
436430.6,2641788.57,1
439430.23,2635532.39,1
441866.23,2636260.49,1
442487.62,2636011.97,1
440306.36,2635313.46,1
440618.2,2635465.95,1
437981.18,2640674.63,1
440156.26,2640050.33,1
438945.73,2641377.88,1
439171.58,2641284.66,1
438703.59,2640963.71,1
443621.5474,2784652.973,1
443846.0449,2787763.743,1
443611.5166,2784664.088,1
442605.9107,2782774.708,1
442676.7385,2782840.851,1
443602.5069,2787343.954,1
445208.2975,2790792.357,1
446692.3696,2786545.224,1
442783.5161,2791422.519,1
444535.4146,2788812.904,1
444606.0662,2788845.836,1
443836.0622,2787785.932,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443866.3773,2787807.954,1
443805.7929,2787774.984,1
443805.7929,2787774.984,1
394989.48,2701876.82,1
395027.94,2701935.28,1
396611.7,2700994.88,1
396676.88,2700935.34,1
390750.22,2704695.8,1
395979.26,2703221.07,1
393330.35,2701505.73,1
391738.65,2702660.07,1
391202.01,2703222.53,1
394781.07,2702478.52,1
394858.53,2702479.17,1
396178.51,2701376.12,1
396236.5,2701333.24,1
395281.57,2702069.66,1
394667.23,2702544.28,1
395480.24,2701782.11,1
395525.86,2701744.55,1
392513.23,2702196.39,1
401003.95,2708999.96,1
400368.02,2709428.35,1
400391.86,2709297.44,1
400360.22,2709361.34,1
400347.06,2709291.3,1
400309.05,2709329.1,1
400201.11,2709429.53,1
400188.74,2709510.83,1
400163.26,2709529.78,1
400125.16,2709554.96,1
391453.48,2703221.81,1
400129.54,2709655.83,1
375353.28,2774708.29,1
394373.21,2778571.46,1
400217.08,2776859.99,1
400217.08,2776859.99,1
384151.84,2717148.32,1
380249.57,2724869.82,1
380182.86,2724959.61,1
380302.2,2724777.08,1
380463.53,2724572.66,1
380132.65,2725006.19,1
380069.01,2725126.71,1
380019.15,2725213.28,1
379956.71,2725146.14,1
379270.98,2726160.18,1
379346.42,2726105.08,1
378317.7,2730959.27,1
378192.93,2730834.24,1
378240.06,2730759.99,1
378031.88,2732336.91,1
377983.54,2732272.74,1
377924.66,2732288.63,1
378057.26,2732665.86,1
378121.02,2732886.8,1
378476.26,2726272.63,1
387271.13,2713078.51,1
375945.37,2736287.04,1
386373.26,2715137.6,1
386395.22,2715069.74,1
386360.73,2714980.82,1
385990.31,2718204.62,1
386006.01,2718059.91,1
375771.44,2736630.08,1
423807.17,2650675.62,1
430628.46,2785898.08,1
429132.1,2786858.18,1
425571.79,2788040.03,1
432170.75,2792058.47,1
432453.92,2792289.61,1
432111.44,2792280.25,1
432111.44,2792280.25,1
432111.44,2792280.25,1
432172.48,2792401.76,1
432172.48,2792401.76,1
432202.52,2792368.38,1
432241.53,2792113.49,1
432170.75,2792058.47,1
432170.75,2792058.47,1
432170.64,2792036.32,1
432170.64,2792036.32,1
432170.75,2792058.47,1
432271.63,2792091.19,1
432180.38,2791969.83,1
432051.57,2792391.29,1
432051.57,2792391.29,1
432061.47,2792358.02,1
432402.34,2792046.24,1
432015.95,2791317.29,1
404100.61,2740484.27,1
404157.06,2740504.37,1
404196.77,2740091.21,1
404252.37,2740017.89,1
404182.17,2740231.33,1
403641.56,2740697.21,1
403664.38,2740736.47,1
403683.62,2740741.88,1
403688.78,2740726.89,1
403657.77,2740659,1
403932.74,2740203.71,1
403896.93,2740157.45,1
403939.02,2739987.39,1
403644.19,2740726.76,1
403637.83,2740613.07,1
403696.8,2740615.76,1
403691.4,2740552.01,1
403740.89,2740544.36,1
403819.12,2740381.91,1
403871.43,2740371.58,1
403855.04,2740341.35,1
403888.82,2740313.99,1
403905.84,2740319.18,1
403946.57,2740302.18,1
403935.03,2740300.15,1
403999.05,2740274.24,1
403987.44,2740304.88,1
404039.72,2740277.28,1
404041.27,2740281.92,1
404094.44,2740265.71,1
404044.06,2740232.29,1
404091.06,2740230.41,1
404148.28,2740243.41,1
404122.52,2740204.06,1
404179.65,2740204.1,1
404179.65,2740204.1,1
404241.58,2740240.77,1
403927.07,2740275.51,1
403955.63,2740266.9,1
403928.78,2740176.58,1
379754.38,2725486.28,1
379860.42,2725393.08,1
446234.6122,2790676.287,1
446893.252,2790959.72,1
446893.252,2790959.72,1
446197.1696,2788274.003,1
443559.4892,2787223.54,1
443474.2466,2786254.948,1
443320.3877,2785603.462,1
429405.4752,2787006.868,1
429405.4752,2787006.868,1
425139.1225,2780729.852,1
425154.9057,2782578.51,1
425784.4096,2781987.519,1
426993.1467,2778191.218,1
426729.1553,2777534.354,1
430335.0156,2787620.356,1
425242.1828,2779612.657,1
432411.3069,2792048.653,1
424326.2724,2778568.769,1
432073.3581,2791588.683,1
432098.6082,2792199.133,1
432174.5045,2792215.149,1
432217.2906,2792362.28,1
432073.3581,2791588.683,1
380804.9578,2712751.117,1
439588.5914,2668185.687,1
434832.712,2775804.257,1
435847.0722,2774920.878,1
416114.3379,2743315.263,1
404143.9374,2646861.039,0
399045.6858,2689491.931,0
413818.6028,2622185.396,0
411496.1405,2762750.983,0
383753.9818,2706151.444,0
445712.0503,2645471.701,0
406402.5279,2607155.441,0
403502.3272,2674760.704,0
446259.6503,2639340.775,0
388446.2257,2788679.336,0
437900.6984,2657814.13,0
449133.6853,2697192.013,0
418705.1625,2659043.352,0
424884.8111,2717474.798,0
416526.6531,2718862.999,0
435607.5981,2663096.318,0
393640.0156,2628051.324,0
418681.5307,2766585.235,0
379943.7996,2755650.49,0
381348.5345,2620709.927,0
393577.9383,2691366.282,0
404622.0231,2609660.566,0
376816.6651,2605115.257,0
402362.9569,2607257.531,0
387017.175,2696331.434,0
420811.8678,2770674.696,0
389654.8283,2658504.778,0
399206.2217,2636291.263,0
412212.2199,2743973.71,0
383499.3755,2652040.129,0
385958.4106,2779208.94,0
436460.9864,2789404.39,0
388788.8164,2674754.415,0
376714.5604,2696670.425,0
422770.1776,2675478.425,0
437105.0848,2622010.264,0
396930.5078,2633106.984,0
445832.0409,2607521.499,0
418177.2788,2787693.897,0
433562.2167,2624951.735,0
434098.6973,2601769.926,0
426749.3939,2701686.442,0
443514.9702,2663696.489,0
445105.6491,2758071.114,0
410657.306,2754600.668,0
377248.4282,2615699.201,0
399622.0545,2620796.336,0
409428.5338,2686100.977,0
375623.6235,2751087.699,0
418580.2081,2771086.886,0
441197.83,2628481.76,0
447531.0789,2779368.643,0
430014.8619,2771646.825,0
418789.4974,2764336.287,0
439830.8082,2749792.191,0
384185.8312,2709478.375,0
402678.1964,2660318.756,0
375421.6329,2646123.786,0
396462.3468,2756725.289,0
448625.2128,2730641.134,0
