X,Y,Label
433843.11,2661416.25,1
431700.35,2662751.93,1
422935.39,2658106.14,1
423355.93,2658039.29,1
424065.61,2659225.79,1
421916.16,2661307.3,1
428123.53,2656212.22,1
427491.31,2657448.74,1
427391.63,2657289.31,1
427354.84,2657277.2,1
422755.19,2659783.35,1
423094.34,2659298.64,1
423439.11,2659856.57,1
423002.52,2659557.49,1
422900.35,2659465.77,1
425850.35,2654784.41,1
425904.91,2654953.29,1
425577.66,2655050.33,1
424717.02,2655799.14,1
424918.92,2655508.97,1
424904.69,2655490.59,1
425223.71,2655442.78,1
425637.85,2657934.98,1
425290.95,2655334.79,1
425290.95,2655334.79,1
427086.97,2650712.09,1
403117.73,2665051.92,1
403526.07,2664892.28,1
403464.68,2665000.35,1
403450.46,2664985.07,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
423204.86,2648397.94,1
425437.04,2653003.31,1
424285.91,2648846.16,1
423807.17,2650675.62,1
411271.8825,2643551.689,1
410701.7704,2660963.885,1
411322.5226,2660867.783,1
411324.2406,2661144.591,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
413426.221,2663130.989,1
412469.9419,2663751.913,1
401771.1942,2664282.96,1
398694.2489,2664427.499,1
402142.9114,2660835.464,1
398768.3828,2654953.239,1
405334.617,2660844.634,1
405330.7463,2660260.341,1
405726.1776,2660257.727,1
405717.8614,2658996.688,1
407101.9398,2658987.629,1
407451.8287,2656309.388,1
408384.3734,2656334.172,1
408412.3492,2656303.211,1
409885.3759,2656909.065,1
415074.1086,2757521.12,1
414989.6164,2757460.072,1
415745.4095,2757209.348,1
410922.4869,2761792.476,1
398596.1386,2658553.216,1
398652.5783,2658552.816,1
399064.6177,2656888.937,1
400764.211,2657523.053,1
401018.461,2657521.292,1
413505.1091,2757807.77,1
413505.1091,2757807.77,1
413841.7484,2757805.652,1
413056.3909,2757810.605,1
408468.3085,2656210.617,1
408305.386,2652828.264,1
425105.3267,2650085.608,1
407959.5729,2656183.096,1
432130.541,2791850.112,1
432133.3543,2791853.174,1
432073.3581,2791588.683,1
424946.9785,2648915.054,1
431110.9413,2645103.22,1
433404.7473,2637765.721,1
398824.3473,2722294.407,0
391007.7226,2704985.838,0
414072.311,2728330.219,0
424188.5321,2773252.7,0
392503.9149,2697781.004,0
379423.4415,2680795.509,0
384518.7102,2726054.958,0
391553.0533,2775284.313,0
410615.2715,2680804.21,0
392183.7728,2721524.383,0
378211.6184,2790463.008,0
433537.4861,2763388.81,0
430289.5682,2627847.617,0
409189.293,2784520.361,0
427937.4003,2718884.961,0
447338.8522,2636067.471,0
382374.2555,2788142.82,0
432834.4869,2748703.716,0
432209.6399,2648980.798,0
419951.9061,2761878.764,0
397825.6926,2780675.702,0
445412.7439,2643948.607,0
423434.3237,2769454.241,0
409386.6763,2680259.184,0
414699.0358,2710072.337,0
390721.4867,2668751.649,0
385109.445,2639614.218,0
447151.6542,2788424.206,0
429567.6158,2622214.538,0
389052.7863,2729665.648,0
440008.7966,2727763.763,0
405586.0801,2754377.226,0
374107.995,2637069.67,0
440341.6701,2782143.996,0
390584.8072,2720319.499,0
434775.8094,2616032.996,0
420760.2272,2712815.491,0
408672.4543,2634862.723,0
382849.1157,2603713.508,0
430613.728,2623858.313,0
414987.7905,2751448.911,0
436543.9432,2691998.733,0
439479.1267,2698047.816,0
383370.5443,2680308.034,0
384528.6739,2602300.454,0
446453.6294,2702842.723,0
386397.3702,2665113.269,0
373940.7571,2688145.043,0
423678.7602,2713729.738,0
447091.9113,2712562.32,0
435048.0683,2684581.642,0
401253.3473,2715426.976,0
399786.5716,2677795.749,0
413646.4041,2677956.034,0
437542.9617,2641314.034,0
377301.4359,2686240.236,0
411482.7261,2684010.814,0
446328.7891,2768278.694,0
447996.9055,2616761.085,0
441432.4987,2781125.295,0
436949.2135,2741257.442,0
406026.0362,2616187.263,0
434204.0551,2613952.318,0
416028.4313,2753217.209,0
376749.8162,2633188.77,0
420646.7819,2695029.586,0
395993.1712,2740673.021,0
436626.8839,2788281.853,0
407070.4352,2627282.275,0
394335.2805,2704390.551,0
425020.8137,2689946.054,0
421438.2993,2736773.254,0
393796.122,2682488.299,0
409231.3575,2715393.933,0
449388.8417,2769321.48,0
403781.3065,2792590.97,0
406136.3516,2789524.301,0
412299.2004,2768279.714,0
424164.2927,2720005.19,0
393543.5165,2760155.858,0
387608.8934,2654025.499,0
426632.306,2790881.115,0
415027.0495,2690928.556,0
427745.4282,2621738.006,0
445558.4935,2697823.821,0
421787.1898,2666390.037,0
