X,Y,Label
433843.11,2661416.25,1
431700.35,2662751.93,1
422935.39,2658106.14,1
423355.93,2658039.29,1
424065.61,2659225.79,1
421916.16,2661307.3,1
428123.53,2656212.22,1
427491.31,2657448.74,1
427391.63,2657289.31,1
427354.84,2657277.2,1
422755.19,2659783.35,1
423094.34,2659298.64,1
423439.11,2659856.57,1
423002.52,2659557.49,1
422900.35,2659465.77,1
425850.35,2654784.41,1
425904.91,2654953.29,1
425577.66,2655050.33,1
424717.02,2655799.14,1
424918.92,2655508.97,1
424904.69,2655490.59,1
425223.71,2655442.78,1
425637.85,2657934.98,1
425290.95,2655334.79,1
425290.95,2655334.79,1
427086.97,2650712.09,1
403117.73,2665051.92,1
403526.07,2664892.28,1
403464.68,2665000.35,1
403450.46,2664985.07,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
423204.86,2648397.94,1
425437.04,2653003.31,1
424285.91,2648846.16,1
423807.17,2650675.62,1
411271.8825,2643551.689,1
410701.7704,2660963.885,1
411322.5226,2660867.783,1
411324.2406,2661144.591,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
413426.221,2663130.989,1
412469.9419,2663751.913,1
401771.1942,2664282.96,1
398694.2489,2664427.499,1
402142.9114,2660835.464,1
398768.3828,2654953.239,1
405334.617,2660844.634,1
405330.7463,2660260.341,1
405726.1776,2660257.727,1
405717.8614,2658996.688,1
407101.9398,2658987.629,1
407451.8287,2656309.388,1
408384.3734,2656334.172,1
408412.3492,2656303.211,1
409885.3759,2656909.065,1
415074.1086,2757521.12,1
414989.6164,2757460.072,1
415745.4095,2757209.348,1
410922.4869,2761792.476,1
398596.1386,2658553.216,1
398652.5783,2658552.816,1
399064.6177,2656888.937,1
400764.211,2657523.053,1
401018.461,2657521.292,1
413505.1091,2757807.77,1
413505.1091,2757807.77,1
413841.7484,2757805.652,1
413056.3909,2757810.605,1
408468.3085,2656210.617,1
408305.386,2652828.264,1
425105.3267,2650085.608,1
407959.5729,2656183.096,1
432130.541,2791850.112,1
432133.3543,2791853.174,1
432073.3581,2791588.683,1
424946.9785,2648915.054,1
431110.9413,2645103.22,1
433404.7473,2637765.721,1
391580.3269,2668374.391,0
401422.5867,2608779.806,0
400865.6387,2699371.333,0
442304.5139,2667726.184,0
440534.8097,2699810.926,0
446261.9719,2686601.914,0
431396.1939,2691663.644,0
384175.0043,2729183.502,0
438868.3705,2706801.94,0
424543.5754,2786149.74,0
413071.1468,2773125.004,0
382779.6441,2775650.225,0
439397.1077,2768129.66,0
389218.3751,2649492.889,0
411162.2698,2628126.36,0
388156.0989,2644973.977,0
412693.4824,2623562.635,0
380018.453,2736856.583,0
411935.8092,2784721.566,0
429513.9375,2783829.197,0
429329.804,2724975.55,0
408184.1282,2755267.91,0
405811.9553,2774705.453,0
401315.5441,2737542.669,0
426119.6251,2608500.9,0
445021.7648,2789351.175,0
384900.3583,2718663.574,0
445486.1434,2608359.923,0
403207.9949,2727937.871,0
444877.0915,2658118.286,0
443945.5732,2671751.349,0
434313.7494,2768102.324,0
385758.2635,2674042.867,0
382456.7787,2623989.349,0
404165.7301,2671007.394,0
390265.2386,2611922.895,0
377313.0205,2677087.232,0
429605.186,2740529.328,0
408278.6139,2700900.291,0
406965.5016,2788626.235,0
414048.8683,2748556.134,0
383724.1784,2777756.668,0
407584.5301,2724405.444,0
407785.8524,2766326.506,0
444827.5186,2759448.801,0
382431.4392,2679675.189,0
400476.3875,2685500.742,0
381023.6911,2707024.679,0
374051.0598,2711092.26,0
419513.5563,2720034.921,0
383407.2869,2761668.685,0
437532.5706,2642530.858,0
416757.7584,2681807.849,0
374341.2054,2786063.247,0
445167.815,2654953.178,0
395961.9413,2668291.716,0
413910.8013,2703947.127,0
402982.1913,2753486.333,0
430092.1485,2727649.066,0
398072.0718,2775337.66,0
414233.7184,2714928.653,0
423051.9879,2754213.619,0
374728.0491,2691321.951,0
402569.0107,2790487.397,0
392161.6378,2695883.733,0
443251.8185,2677954.419,0
401526.9868,2774125.804,0
448085.8042,2647362.373,0
374631.187,2757755.342,0
375782.4154,2711407.141,0
396847.7108,2731298.344,0
396895.8922,2607691.208,0
404841.2606,2642436.401,0
420242.5512,2780560.146,0
403818.1936,2777804.296,0
417514.5049,2626693.447,0
382432.1863,2789532.516,0
377588.6023,2622660.784,0
426064.7677,2663994.979,0
449232.5333,2711501.634,0
443132.214,2616139.034,0
449004.6016,2681520.872,0
425794.2485,2681449.434,0
435157.6455,2725386.874,0
410806.3739,2770798.598,0
414430.6888,2607738.984,0
