X,Y,Label
433843.11,2661416.25,1
431700.35,2662751.93,1
422935.39,2658106.14,1
423355.93,2658039.29,1
424065.61,2659225.79,1
421916.16,2661307.3,1
428123.53,2656212.22,1
427491.31,2657448.74,1
427391.63,2657289.31,1
427354.84,2657277.2,1
422755.19,2659783.35,1
423094.34,2659298.64,1
423439.11,2659856.57,1
423002.52,2659557.49,1
422900.35,2659465.77,1
425850.35,2654784.41,1
425904.91,2654953.29,1
425577.66,2655050.33,1
424717.02,2655799.14,1
424918.92,2655508.97,1
424904.69,2655490.59,1
425223.71,2655442.78,1
425637.85,2657934.98,1
425290.95,2655334.79,1
425290.95,2655334.79,1
427086.97,2650712.09,1
403117.73,2665051.92,1
403526.07,2664892.28,1
403464.68,2665000.35,1
403450.46,2664985.07,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
403500.41,2664855.55,1
423204.86,2648397.94,1
425437.04,2653003.31,1
424285.91,2648846.16,1
423807.17,2650675.62,1
411271.8825,2643551.689,1
410701.7704,2660963.885,1
411322.5226,2660867.783,1
411324.2406,2661144.591,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
411336.6539,2663143.815,1
413426.221,2663130.989,1
412469.9419,2663751.913,1
401771.1942,2664282.96,1
398694.2489,2664427.499,1
402142.9114,2660835.464,1
398768.3828,2654953.239,1
405334.617,2660844.634,1
405330.7463,2660260.341,1
405726.1776,2660257.727,1
405717.8614,2658996.688,1
407101.9398,2658987.629,1
407451.8287,2656309.388,1
408384.3734,2656334.172,1
408412.3492,2656303.211,1
409885.3759,2656909.065,1
415074.1086,2757521.12,1
414989.6164,2757460.072,1
415745.4095,2757209.348,1
410922.4869,2761792.476,1
398596.1386,2658553.216,1
398652.5783,2658552.816,1
399064.6177,2656888.937,1
400764.211,2657523.053,1
401018.461,2657521.292,1
413505.1091,2757807.77,1
413505.1091,2757807.77,1
413841.7484,2757805.652,1
413056.3909,2757810.605,1
408468.3085,2656210.617,1
408305.386,2652828.264,1
425105.3267,2650085.608,1
407959.5729,2656183.096,1
432130.541,2791850.112,1
432133.3543,2791853.174,1
432073.3581,2791588.683,1
424946.9785,2648915.054,1
431110.9413,2645103.22,1
433404.7473,2637765.721,1
385044.1367,2638426.393,0
433094.4534,2734245.254,0
425174.292,2632291.939,0
374407.7401,2648134.628,0
433908.1495,2602874.24,0
411858.0364,2617406.408,0
437217.3088,2715010.547,0
373887.5988,2644993.994,0
410564.9554,2637386.74,0
434718.6728,2748545.132,0
377661.4823,2605484.573,0
388878.6853,2600575.342,0
402684.6199,2704902.236,0
379998.4322,2723030.118,0
391272.0263,2780918.097,0
381174.5772,2636608.41,0
394145.7299,2680492.752,0
440368.4498,2764386.877,0
392927.4667,2772076.937,0
427633.0472,2627530.958,0
433261.466,2771684.1,0
447118.3818,2711957.645,0
376180.9614,2687638.808,0
415034.2806,2778969.881,0
378483.0277,2687735.193,0
429409.1722,2689227.996,0
448405.5395,2634171.308,0
385527.9573,2638726.939,0
378310.4383,2603768.822,0
376096.9684,2673320.715,0
435310.6956,2715721.97,0
396950.3482,2775799.008,0
382588.7476,2690302.567,0
392405.1172,2612800.156,0
432454.5973,2651132.423,0
376965.4379,2697554.113,0
388945.4365,2788059.254,0
395014.8172,2605495.397,0
378823.8289,2717509.109,0
438514.0326,2689553.248,0
428043.5133,2709553.79,0
422160.8442,2763711.067,0
425237.5893,2604179.508,0
387363.329,2680379.429,0
399980.7082,2630272.412,0
378406.9291,2675625.481,0
447109.8215,2721448.162,0
415060.2764,2627443.363,0
383961.8044,2625927.479,0
381453.516,2739555.369,0
383265.92,2758265.613,0
384427.1635,2613690.046,0
405843.8985,2749251.718,0
389259.3824,2750962.139,0
428273.5862,2788645.358,0
416032.9583,2780530.494,0
425368.1902,2623588.223,0
402801.6327,2643182.21,0
436844.6109,2634861.891,0
448277.6006,2641470.267,0
399949.355,2677292.885,0
442240.3645,2787138.01,0
435600.9896,2715815.229,0
411734.0144,2715931.553,0
396748.9922,2661946.697,0
420355.3191,2707559.054,0
429655.8871,2767992.928,0
445243.7329,2712433.564,0
420480.8939,2712770.309,0
435495.9913,2635271.913,0
376305.0926,2663561.971,0
392505.5005,2730050.326,0
376106.9524,2780454.389,0
449088.1298,2691044.472,0
393128.3271,2706080.879,0
401235.8092,2704605.666,0
417608.3692,2657977.713,0
414217.6728,2691274.778,0
418790.0636,2739121.914,0
416678.3248,2700581.826,0
446566.4659,2784320.803,0
417521.5011,2772945.06,0
406178.7125,2753048.331,0
391867.0425,2770434.601,0
428675.8661,2708967.096,0
445628.8132,2628951.007,0
